Order Date,Customer,Product,Qty,Sales Order,Planned Order,Production Order,Confirmed,Delivery,Invoice,Billing Status,Amount
9/8/2004 0:00,Land of Toys Inc.,Trucks and Buses,41,SO-9db2848b,PL-532db89a,PO-55692694,True,Delivered,INV-31dd0eed,Paid,4100.0
10/13/2004 0:00,Marta's Replicas Co.,Trucks and Buses,36,SO-647257c7,PL-67026415,PO-1ea6c4bc,True,Delivered,INV-db490814,Paid,3600.0
10/22/2004 0:00,Canadian Gift Exchange Network,Trucks and Buses,29,SO-ec7d6be7,PL-ff9b74f4,PO-0078ae2b,True,Delivered,INV-893bc561,Paid,2900.0
11/5/2004 0:00,Vitachrome Inc.,Trucks and Buses,33,SO-1f167f3f,PL-02e9a844,PO-47f18edc,True,Delivered,INV-6315c51c,Paid,1236.84
11/19/2004 0:00,"Volvo Model Replicas, Co",Trucks and Buses,46,SO-53a71cc5,PL-ca85b4be,PO-b6ac5068,True,Delivered,INV-5608eafb,Paid,4600.0
12/1/2004 0:00,Muscle Machine Inc,Trucks and Buses,38,SO-3056f90e,PL-ccedfdb0,PO-8c163879,True,Delivered,INV-6f99996a,Paid,3800.0
12/10/2004 0:00,Euro Shopping Channel,Trucks and Buses,20,SO-850b7c8b,PL-8bbf651b,PO-a39ece5d,True,Delivered,INV-f7066051,Paid,728.4
1/20/2005 0:00,"Anna's Decorations, Ltd",Trucks and Buses,22,SO-949dd91f,PL-7cbfd64e,PO-f95145d8,True,Delivered,INV-73035a9e,Paid,2200.0
2/22/2005 0:00,Euro Shopping Channel,Trucks and Buses,27,SO-40b7b862,PL-f99a4364,PO-8c04fcb5,True,Delivered,INV-9cd98d8f,Paid,2700.0
5/3/2005 0:00,Euro Shopping Channel,Trucks and Buses,56,SO-71d92fcb,PL-17665fe2,PO-6f0e6479,True,Delivered,INV-eede42ce,Paid,5498.08
5/31/2005 0:00,La Rochelle Gifts,Trucks and Buses,38,SO-a16664af,PL-133beb02,PO-eddcd162,True,Delivered,INV-2c79d6d1,Paid,3777.58
1/9/2003 0:00,"Blauer See Auto, Co.",Vintage Cars,25,SO-641168ee,PL-2e84c6cf,PO-5e155429,True,Delivered,INV-bad08f3f,Paid,2500.0
3/18/2003 0:00,"AV Stores, Co.",Vintage Cars,33,SO-c7c633f4,PL-7a2de997,PO-9d1f1b50,True,Delivered,INV-fe4a4eef,Paid,3300.0
5/21/2003 0:00,Signal Gift Stores,Vintage Cars,42,SO-21d8aedb,PL-f6d22708,PO-45f834d2,True,Delivered,INV-0d083ef0,Paid,4200.0
9/12/2003 0:00,Signal Collectibles Ltd.,Vintage Cars,33,SO-25cf12ae,PL-c1abf6ba,PO-69c35207,True,Delivered,INV-0466ef1f,Paid,3300.0
10/18/2003 0:00,Corporate Gift Ideas Co.,Vintage Cars,38,SO-d4227e85,PL-edae7ca6,PO-871384da,True,Delivered,INV-9c6b8be0,Paid,3800.0
11/5/2003 0:00,Rovelli Gifts,Vintage Cars,31,SO-27bf6707,PL-62efb9da,PO-5c2c3a75,True,Delivered,INV-ab90d3bc,Paid,3100.0
11/12/2003 0:00,Mini Gifts Distributors Ltd.,Vintage Cars,20,SO-a06aacc8,PL-7599f721,PO-e6e82756,True,Delivered,INV-bb8cba02,Paid,2000.0
11/21/2003 0:00,"Australian Collectables, Ltd",Vintage Cars,44,SO-d7b13e56,PL-e15c6e24,PO-c6946bf5,True,Delivered,INV-5508dccc,Paid,4400.0
12/2/2003 0:00,Muscle Machine Inc,Vintage Cars,26,SO-00aa3a8d,PL-b3d6377d,PO-10bf93cc,True,Delivered,INV-5c235254,Paid,2600.0
1/26/2004 0:00,"Corrida Auto Replicas, Ltd",Vintage Cars,27,SO-7a9690f8,PL-2712a6f5,PO-f1633d92,True,Delivered,INV-e98d99f0,Paid,2700.0
3/2/2004 0:00,"Saveley & Henriot, Co.",Vintage Cars,46,SO-cba7ba1e,PL-0a26abc3,PO-0f8e6d77,True,Delivered,INV-53284070,Paid,4600.0
4/26/2004 0:00,Diecast Collectables,Vintage Cars,47,SO-dfec0f54,PL-ab999a0a,PO-85a467f4,True,Delivered,INV-0705b86b,Paid,4700.0
8/17/2004 0:00,Amica Models & Co.,Vintage Cars,37,SO-cb8f9349,PL-47e47093,PO-8941c043,True,Delivered,INV-87200158,Paid,3700.0
9/1/2004 0:00,Handji Gifts& Co,Vintage Cars,31,SO-8d3ec6b1,PL-f7868a55,PO-d3cff330,True,Delivered,INV-edf83b80,Paid,3100.0
10/11/2004 0:00,Auto Assoc. & Cie.,Vintage Cars,24,SO-5d5d0958,PL-5e12cdcd,PO-c2f42454,True,Delivered,INV-aeccf4ec,Paid,2400.0
10/21/2004 0:00,Mini Gifts Distributors Ltd.,Vintage Cars,31,SO-558e0314,PL-53e9f5fe,PO-7077cf85,True,Delivered,INV-4d603116,Paid,3100.0
11/4/2004 0:00,Online Diecast Creations Co.,Vintage Cars,50,SO-9f3d0d2b,PL-0a737bec,PO-482dc4a3,True,Delivered,INV-6712bbb7,Paid,5000.0
11/17/2004 0:00,"AV Stores, Co.",Vintage Cars,35,SO-df3ed469,PL-b0487c9e,PO-72b195fa,True,Delivered,INV-fab4f565,Paid,2264.15
11/25/2004 0:00,Marseille Mini Autos,Vintage Cars,30,SO-dca313ed,PL-eceb4902,PO-459950e0,True,Delivered,INV-39b23331,Paid,3000.0
12/9/2004 0:00,Lyon Souveniers,Vintage Cars,29,SO-82f0759f,PL-8fc84e56,PO-e4f4eb38,True,Delivered,INV-e7869882,Paid,2900.0
1/12/2005 0:00,Toys4GrownUps.com,Vintage Cars,27,SO-4a365352,PL-ca3886e5,PO-3d0d6b71,True,Delivered,INV-32f0f63f,Paid,2700.0
2/16/2005 0:00,Euro Shopping Channel,Vintage Cars,40,SO-959cd571,PL-c601592b,PO-14b78099,True,Delivered,INV-1e6a1303,Paid,4000.0
3/4/2005 0:00,Mini Gifts Distributors Ltd.,Vintage Cars,31,SO-acb51dbe,PL-421affec,PO-7f0d51f0,True,Delivered,INV-c989dd54,Paid,3068.69
4/23/2005 0:00,Handji Gifts& Co,Vintage Cars,6,SO-cf724dcd,PL-89aae82d,PO-bdb107de,True,Delivered,INV-4d843649,Paid,600.0
5/29/2005 0:00,Souveniers And Things Co.,Vintage Cars,45,SO-54ccda4f,PL-9e074636,PO-ba6704bb,True,Delivered,INV-509dc03b,Paid,4500.0
1/29/2003 0:00,Baane Mini Imports,Trucks and Buses,22,SO-04d15804,PL-248b39ee,PO-0b93a98b,True,Delivered,INV-4ac6eeb3,Paid,1189.98
4/1/2003 0:00,"La Corne D'abondance, Co.",Trucks and Buses,45,SO-adbc0184,PL-21d486e4,PO-7be6ff75,True,Delivered,INV-1f855501,Paid,3090.15
5/28/2003 0:00,"Corrida Auto Replicas, Ltd",Trucks and Buses,43,SO-9ea3fdf2,PL-c3e4a98b,PO-64c607ba,True,Delivered,INV-02dd695a,Paid,2795.86
7/24/2003 0:00,Technics Stores Inc.,Trucks and Buses,46,SO-4ef76823,PL-e4f35575,PO-cdc99a67,True,Delivered,INV-19717cdb,Paid,2851.54
9/21/2003 0:00,"Oulu Toy Supplies, Inc.",Trucks and Buses,39,SO-90e34cd6,PL-0c818831,PO-5044c9fc,True,Delivered,INV-f0bd45e9,Paid,2701.92
10/22/2003 0:00,"Dragon Souveniers, Ltd.",Trucks and Buses,31,SO-b4f21a58,PL-a2cd2612,PO-a7dbe80c,True,Delivered,INV-eed9d2d3,Paid,2204.1
11/6/2003 0:00,"Stylish Desk Decors, Co.",Trucks and Buses,41,SO-5a5cd6a0,PL-f9cef49b,PO-51d35bac,True,Delivered,INV-045771cc,Paid,2840.48
11/14/2003 0:00,"Iberia Gift Imports, Corp.",Trucks and Buses,44,SO-02072554,PL-53b09aaf,PO-d24ab03b,True,Delivered,INV-571ff6d8,Paid,2647.04
11/25/2003 0:00,"Saveley & Henriot, Co.",Trucks and Buses,45,SO-2bd81a41,PL-4defb551,PO-cca1ea2b,True,Delivered,INV-da25010d,Paid,3172.05
12/9/2003 0:00,Diecast Collectables,Trucks and Buses,37,SO-c93592a3,PL-30cedd30,PO-e7ff0146,True,Delivered,INV-0dab1a60,Paid,2585.93
2/4/2004 0:00,Handji Gifts& Co,Trucks and Buses,35,SO-213ac1b5,PL-519087a8,PO-52fcb9eb,True,Delivered,INV-e7c7d53a,Paid,2148.3
3/11/2004 0:00,Mini Gifts Distributors Ltd.,Trucks and Buses,28,SO-762bcb41,PL-2b92bfa4,PO-a09d9950,True,Delivered,INV-d0d390f5,Paid,1667.4
5/5/2004 0:00,Euro Shopping Channel,Trucks and Buses,30,SO-dfca05ef,PL-f0d6ddf2,PO-174c5a1a,True,Delivered,INV-5bed77dd,Paid,1859.7
6/15/2004 0:00,Handji Gifts& Co,Trucks and Buses,30,SO-f3dca45c,PL-630835ed,PO-460dfb3e,True,Delivered,INV-5caca9d0,Paid,1476.6
7/20/2004 0:00,Mini Gifts Distributors Ltd.,Trucks and Buses,25,SO-85bc8916,PL-f1e30010,PO-290f14a5,True,Delivered,INV-13d1eb0b,Paid,1732.0
8/19/2004 0:00,Diecast Classics Inc.,Trucks and Buses,29,SO-813569a9,PL-c688c0f9,PO-f90d75c3,True,Delivered,INV-85596453,Paid,1674.17
9/8/2004 0:00,Scandinavian Gift Ideas,Trucks and Buses,26,SO-cb8113bb,PL-5a150d6e,PO-69a869e0,True,Delivered,INV-cfc44f44,Paid,1500.98
10/13/2004 0:00,Marta's Replicas Co.,Trucks and Buses,41,SO-3b66b516,PL-62b61557,PO-79cb6b8d,True,Delivered,INV-4cab79d2,Paid,2192.68
10/22/2004 0:00,Canadian Gift Exchange Network,Trucks and Buses,34,SO-4b1e8604,PL-9295b0a6,PO-2a95b923,True,Delivered,INV-c3272228,Paid,1797.58
11/4/2004 0:00,Online Diecast Creations Co.,Trucks and Buses,35,SO-daa832af,PL-22b0898b,PO-53009658,True,Delivered,INV-8199649c,Paid,2142.35
11/19/2004 0:00,"Volvo Model Replicas, Co",Trucks and Buses,34,SO-326e3bc4,PL-d7641bef,PO-2f64529c,True,Delivered,INV-2d3550a7,Paid,2086.92
11/29/2004 0:00,"Australian Collectors, Co.",Trucks and Buses,50,SO-f100b8cb,PL-3ff0f1bc,PO-6cf567d5,True,Delivered,INV-9f84e9a4,Paid,5000.0
12/10/2004 0:00,Mini Gifts Distributors Ltd.,Trucks and Buses,41,SO-93416fcb,PL-acde4b2b,PO-d2f241c7,True,Delivered,INV-1a82806f,Paid,2541.59
1/20/2005 0:00,"Anna's Decorations, Ltd",Trucks and Buses,22,SO-75b52325,PL-bbe4eaa3,PO-5dd93b0b,True,Delivered,INV-17647d19,Paid,2130.92
2/17/2005 0:00,Corporate Gift Ideas Co.,Trucks and Buses,35,SO-ff0f31c8,PL-3f2175e6,PO-ebeca973,True,Delivered,INV-9a774476,Paid,1701.7
3/9/2005 0:00,"Anna's Decorations, Ltd",Trucks and Buses,44,SO-99e80bcd,PL-a827acbd,PO-b41f9f66,True,Delivered,INV-265a2bbe,Paid,1694.0
5/3/2005 0:00,Euro Shopping Channel,Trucks and Buses,47,SO-01f63378,PL-e15da754,PO-41d38645,True,Delivered,INV-92603fff,Paid,2913.53
5/31/2005 0:00,La Rochelle Gifts,Trucks and Buses,19,SO-78a656f1,PL-eb14ebf8,PO-e5dd5ea8,True,Delivered,INV-ff7b83e8,Paid,935.18
2/17/2003 0:00,Rovelli Gifts,Planes,34,SO-262ad9e8,PL-5bc0c2c4,PO-5d87befb,True,Delivered,INV-1f530b51,Paid,3073.26
4/29/2003 0:00,"Australian Collectors, Co.",Planes,29,SO-e16f7367,PL-870dff7d,PO-ca0c3f88,True,Delivered,INV-feefe3f4,Paid,2082.49
6/27/2003 0:00,Euro Shopping Channel,Planes,49,SO-182b2d24,PL-fda2223f,PO-493e12f4,True,Delivered,INV-a4229f65,Paid,3394.23
8/25/2003 0:00,Toys4GrownUps.com,Planes,30,SO-18cef2db,PL-3576d374,PO-737c81de,True,Delivered,INV-db843be6,Paid,2559.6
10/28/2003 0:00,Technics Stores Inc.,Planes,21,SO-d5fe56b7,PL-1606bbe3,PO-a804a5a5,True,Delivered,INV-b977c677,Paid,1490.16
1/12/2004 0:00,Osaka Souveniers Co.,Planes,50,SO-7985fcb2,PL-48ccb18c,PO-5e8852c2,True,Delivered,INV-8f1c2c78,Paid,3844.0
2/20/2004 0:00,"Australian Collectors, Co.",Planes,47,SO-bebdcf16,PL-315b7493,PO-099b1f60,True,Delivered,INV-becbc7dd,Paid,4700.0
4/2/2004 0:00,"Royal Canadian Collectables, Ltd.",Planes,24,SO-a3ff2ac5,PL-1de8371b,PO-d717e6fb,True,Delivered,INV-15d35ad5,Paid,1824.72
5/11/2004 0:00,The Sharp Gifts Warehouse,Planes,27,SO-1506fdd7,PL-c3623b2a,PO-1715910b,True,Delivered,INV-a1f1b11b,Paid,2668.68
6/28/2004 0:00,Gift Depot Inc.,Planes,33,SO-7ae48889,PL-26ed89f4,PO-0b1cd13d,True,Delivered,INV-530c4f5c,Paid,2843.61
7/23/2004 0:00,La Rochelle Gifts,Planes,35,SO-607bedcc,PL-b9529b7b,PO-9cb81d7a,True,Delivered,INV-e2eecb39,Paid,3163.65
8/21/2004 0:00,"Norway Gifts By Mail, Co.",Planes,31,SO-077bba30,PL-d2f2bc0e,PO-293f8da7,True,Delivered,INV-fb6ec00a,Paid,2226.11
9/16/2004 0:00,"Clover Collections, Co.",Planes,25,SO-7d7069cd,PL-a865c21e,PO-2b9cbe05,True,Delivered,INV-9c4cda00,Paid,2069.75
10/15/2004 0:00,Mini Classics,Planes,27,SO-2e6e1610,PL-0a0b9ab7,PO-92c89dcc,True,Delivered,INV-86ab2e69,Paid,2235.33
11/2/2004 0:00,Diecast Classics Inc.,Planes,31,SO-96304ffa,PL-d838cc36,PO-52d9afbc,True,Delivered,INV-caef161e,Paid,3100.0
11/10/2004 0:00,Danish Wholesale Imports,Planes,45,SO-ba7114e8,PL-2415f8e8,PO-f59b1455,True,Delivered,INV-5144d990,Paid,4500.0
11/23/2004 0:00,"Tokyo Collectables, Ltd",Planes,27,SO-f9548d87,PL-611c08cc,PO-505d6b06,True,Delivered,INV-05743bdb,Paid,2700.0
12/4/2004 0:00,Gift Ideas Corp.,Planes,27,SO-9c17c597,PL-d6087acb,PO-3513c2a1,True,Delivered,INV-d4fd500f,Paid,2700.0
2/2/2005 0:00,"Australian Gift Network, Co",Planes,42,SO-ad01876d,PL-8a6db37c,PO-5b231b03,True,Delivered,INV-b411d795,Paid,2909.34
3/1/2005 0:00,Euro Shopping Channel,Planes,21,SO-78f28a79,PL-d2b79b12,PO-5bac6ac4,True,Delivered,INV-14454b04,Paid,1570.17
3/30/2005 0:00,Reims Collectables,Planes,34,SO-0468a2a7,PL-76ef9782,PO-a3015c37,True,Delivered,INV-67023525,Paid,2613.92
4/3/2005 0:00,Tekni Collectables Inc.,Planes,42,SO-73d12e89,PL-b180bf33,PO-09d028be,True,Delivered,INV-c396ef61,Paid,3193.26
5/10/2005 0:00,L'ordine Souveniers,Planes,15,SO-f96bd253,PL-63276ecb,PO-754de5af,True,Delivered,INV-0af22759,Paid,1482.6
2/24/2003 0:00,Land of Toys Inc.,Motorcycles,29,SO-640e4d7d,PL-9cde562c,PO-85e505fe,True,Delivered,INV-7f432b6c,Paid,2055.23
4/29/2003 0:00,"Australian Collectors, Co.",Motorcycles,46,SO-97d7f574,PL-1d8c686a,PO-63c29d5a,True,Delivered,INV-fda3f3bf,Paid,2674.9
7/1/2003 0:00,Lyon Souveniers,Motorcycles,30,SO-6ce31db8,PL-0c9175de,PO-5db40fd1,True,Delivered,INV-b39d4d22,Paid,1853.4
8/25/2003 0:00,Toys4GrownUps.com,Motorcycles,30,SO-d7c055b0,PL-987639ea,PO-48f4989a,True,Delivered,INV-23329706,Paid,1490.1
10/10/2003 0:00,Corporate Gift Ideas Co.,Motorcycles,42,SO-848c9855,PL-a8c92280,PO-6bac036c,True,Delivered,INV-2f0580b1,Paid,2162.16
10/28/2003 0:00,Technics Stores Inc.,Motorcycles,46,SO-ac6bf0e9,PL-78a4102b,PO-c2c9646d,True,Delivered,INV-9c97341e,Paid,2814.28
11/11/2003 0:00,Daedalus Designs Imports,Motorcycles,25,SO-1c0dcf4a,PL-a8db3ae8,PO-20fbc8a3,True,Delivered,INV-49e16652,Paid,1605.0
11/18/2003 0:00,Herkku Gifts,Motorcycles,32,SO-e2fc4e8d,PL-87add5bc,PO-67fb4bfd,True,Delivered,INV-87a41917,Paid,2093.44
12/1/2003 0:00,Mini Wheels Co.,Motorcycles,30,SO-10f8b95a,PL-c11edeaa,PO-0c1422e1,True,Delivered,INV-f74ef5a3,Paid,1944.3
1/12/2004 0:00,Osaka Souveniers Co.,Motorcycles,40,SO-4d2dd3bb,PL-1057e90e,PO-f29132aa,True,Delivered,INV-8a6e383a,Paid,1986.8
2/20/2004 0:00,"Australian Collectors, Co.",Motorcycles,28,SO-7fd36c2e,PL-5143eea3,PO-39c7ecb6,True,Delivered,INV-6404042c,Paid,1695.96
4/3/2004 0:00,Motor Mint Distributors Inc.,Motorcycles,23,SO-2c959cfa,PL-f9b7fa04,PO-7c5ffc31,True,Delivered,INV-e84c1135,Paid,1281.56
5/18/2004 0:00,Tekni Collectables Inc.,Motorcycles,29,SO-362cbf37,PL-482d6d9a,PO-b9ecab67,True,Delivered,INV-86f4eba3,Paid,1774.22
6/28/2004 0:00,Gift Depot Inc.,Motorcycles,34,SO-a9a3df86,PL-28593af6,PO-e12c3462,True,Delivered,INV-c6334472,Paid,1997.5
7/23/2004 0:00,La Rochelle Gifts,Motorcycles,37,SO-dee16516,PL-da7306b7,PO-98ee8e42,True,Delivered,INV-8df72bc8,Paid,2353.2
8/27/2004 0:00,Marta's Replicas Co.,Motorcycles,20,SO-b18e4a2b,PL-2f6aaade,PO-796495f7,True,Delivered,INV-b16fc785,Paid,981.2
9/27/2004 0:00,Atelier graphique,Motorcycles,32,SO-36586102,PL-d9ddda12,PO-e5dc9e95,True,Delivered,INV-dbda9c5c,Paid,1550.72
10/15/2004 0:00,Mini Classics,Motorcycles,34,SO-2ff38a6e,PL-d37c5d40,PO-19877e78,True,Delivered,INV-d5bfb262,Paid,1771.06
11/2/2004 0:00,Diecast Classics Inc.,Motorcycles,42,SO-30e72680,PL-a2d6e396,PO-1e1c060d,True,Delivered,INV-172bf864,Paid,2213.4
11/15/2004 0:00,Land of Toys Inc.,Motorcycles,38,SO-ecd97343,PL-1384521c,PO-2a6b168b,True,Delivered,INV-0457c60a,Paid,3800.0
11/23/2004 0:00,"Tokyo Collectables, Ltd",Motorcycles,30,SO-7fa5ebab,PL-27e5fba3,PO-5ed183ad,True,Delivered,INV-b0b92dd7,Paid,1864.8
1/5/2005 0:00,Technics Stores Inc.,Motorcycles,23,SO-bfb08b40,PL-5c86a775,PO-7fecda0a,True,Delivered,INV-4bcfda13,Paid,1142.41
2/2/2005 0:00,"Australian Gift Network, Co",Motorcycles,22,SO-79cf1906,PL-bb6f9f38,PO-f1d9d620,True,Delivered,INV-f4d951ee,Paid,1172.6
3/3/2005 0:00,Scandinavian Gift Ideas,Motorcycles,39,SO-c9a20c84,PL-341aeafd,PO-c064582f,True,Delivered,INV-7695553a,Paid,3900.0
4/7/2005 0:00,Auto Canal Petit,Motorcycles,55,SO-66856443,PL-99a7ee58,PO-1b7f741e,True,Delivered,INV-9811d2d4,Paid,3064.6
5/13/2005 0:00,Euro Shopping Channel,Motorcycles,36,SO-8b35d980,PL-38fdaa52,PO-a1a4298b,True,Delivered,INV-cc93c143,Paid,2202.48
1/9/2003 0:00,"Blauer See Auto, Co.",Vintage Cars,26,SO-b9966f1f,PL-9323cd2a,PO-f79855b2,True,Delivered,INV-a7855891,Paid,2600.0
3/18/2003 0:00,"AV Stores, Co.",Vintage Cars,31,SO-564763c8,PL-bea9cd96,PO-600c57f9,True,Delivered,INV-61929caf,Paid,3100.0
5/21/2003 0:00,"Australian Collectors, Co.",Vintage Cars,34,SO-22c51756,PL-9c4b4738,PO-51f97850,True,Delivered,INV-cab0d8fb,Paid,3400.0
7/16/2003 0:00,Souveniers And Things Co.,Vintage Cars,41,SO-fbbcd947,PL-4de9092c,PO-a4349207,True,Delivered,INV-c14cb6ba,Paid,4100.0
9/12/2003 0:00,Signal Collectibles Ltd.,Vintage Cars,23,SO-e2f96d42,PL-a96fc36c,PO-61732271,True,Delivered,INV-a90a83dc,Paid,2300.0
10/18/2003 0:00,Corporate Gift Ideas Co.,Vintage Cars,48,SO-7ca6c8be,PL-bf33ac9e,PO-ba413add,True,Delivered,INV-4a1b9dfe,Paid,4800.0
11/5/2003 0:00,Rovelli Gifts,Vintage Cars,22,SO-33f2743f,PL-e742dc32,PO-a500be2e,True,Delivered,INV-1c69da70,Paid,2200.0
11/12/2003 0:00,Mini Gifts Distributors Ltd.,Vintage Cars,21,SO-3cd64fa0,PL-1d9acb6d,PO-deaae340,True,Delivered,INV-803c0f9c,Paid,2100.0
11/21/2003 0:00,"Australian Collectables, Ltd",Vintage Cars,22,SO-2847a78d,PL-1e158e08,PO-10d3822e,True,Delivered,INV-ae015e76,Paid,2200.0
12/3/2003 0:00,Euro Shopping Channel,Vintage Cars,40,SO-a7a6cd11,PL-b1062c6c,PO-aa444a9b,True,Delivered,INV-013ba65e,Paid,4000.0
1/26/2004 0:00,"Corrida Auto Replicas, Ltd",Vintage Cars,50,SO-efcdefa8,PL-adcbc0a5,PO-02766e51,True,Delivered,INV-de279f07,Paid,5000.0
3/2/2004 0:00,"Saveley & Henriot, Co.",Vintage Cars,29,SO-fc29091e,PL-7555131e,PO-347d222e,True,Delivered,INV-5c2df65a,Paid,2900.0
4/29/2004 0:00,Euro Shopping Channel,Vintage Cars,43,SO-254d4c0e,PL-603a631f,PO-0f11928f,True,Delivered,INV-155658b8,Paid,4300.0
6/4/2004 0:00,Mini Caravy,Vintage Cars,24,SO-16d4d0be,PL-94bee0db,PO-016eab1e,True,Delivered,INV-e605215c,Paid,2400.0
8/17/2004 0:00,Amica Models & Co.,Vintage Cars,22,SO-57235710,PL-4128e0f5,PO-94fe8849,True,Delivered,INV-26dd58fa,Paid,2200.0
9/3/2004 0:00,Herkku Gifts,Vintage Cars,43,SO-07a34b65,PL-46357d15,PO-b53f31e0,True,Delivered,INV-1e2517cb,Paid,4300.0
10/11/2004 0:00,Auto Assoc. & Cie.,Vintage Cars,20,SO-2a851c97,PL-192ae834,PO-02487aed,True,Delivered,INV-a5baf7a5,Paid,2000.0
10/21/2004 0:00,Mini Gifts Distributors Ltd.,Vintage Cars,25,SO-49484b8b,PL-c97fa760,PO-9454d799,True,Delivered,INV-df74b3d8,Paid,2500.0
11/4/2004 0:00,Online Diecast Creations Co.,Vintage Cars,36,SO-c1208d4b,PL-51f6b9fc,PO-36db9657,True,Delivered,INV-c3eaaa75,Paid,3600.0
11/17/2004 0:00,"AV Stores, Co.",Vintage Cars,24,SO-b0699492,PL-befa28ab,PO-2c940ce7,True,Delivered,INV-20526bda,Paid,1264.08
11/29/2004 0:00,"Australian Collectors, Co.",Vintage Cars,21,SO-b22ee310,PL-397ca711,PO-ecf5ce33,True,Delivered,INV-f223d1f0,Paid,2100.0
12/9/2004 0:00,Lyon Souveniers,Vintage Cars,30,SO-2927be20,PL-4cdeb59a,PO-c2caf81e,True,Delivered,INV-1312359a,Paid,3000.0
1/12/2005 0:00,Toys4GrownUps.com,Vintage Cars,32,SO-06738e7f,PL-9e851fc4,PO-433fa0b0,True,Delivered,INV-98ecdb73,Paid,3033.28
2/16/2005 0:00,Euro Shopping Channel,Vintage Cars,21,SO-14a41ace,PL-7a3e305d,PO-257b68a8,True,Delivered,INV-77420004,Paid,990.78
3/4/2005 0:00,Mini Gifts Distributors Ltd.,Vintage Cars,26,SO-0608444b,PL-2c6cb765,PO-487fb99f,True,Delivered,INV-c2df5d78,Paid,2030.86
5/29/2005 0:00,Mini Gifts Distributors Ltd.,Vintage Cars,35,SO-c78df479,PL-f2f5e1fb,PO-fe60740e,True,Delivered,INV-d0fcc4e1,Paid,3500.0
3/10/2003 0:00,Motor Mint Distributors Inc.,Classic Cars,26,SO-5eb5c442,PL-41579cdd,PO-f885d1a0,True,Delivered,INV-f34c1d86,Paid,2600.0
5/20/2003 0:00,Atelier graphique,Classic Cars,46,SO-2179cf62,PL-0f826dd7,PO-a730d57b,True,Delivered,INV-f95e7431,Paid,4600.0
7/10/2003 0:00,Reims Collectables,Classic Cars,37,SO-2f6786b6,PL-a6aaa458,PO-90037d48,True,Delivered,INV-ea21939e,Paid,3700.0
9/11/2003 0:00,"Anna's Decorations, Ltd",Classic Cars,27,SO-0d9fe6aa,PL-6ce7bcf0,PO-9aa60b83,True,Delivered,INV-8774e44b,Paid,2700.0
10/17/2003 0:00,Heintze Collectables,Classic Cars,23,SO-fc57c9f0,PL-9f52688e,PO-817dbcfe,True,Delivered,INV-e2837c47,Paid,2300.0
11/5/2003 0:00,Gift Depot Inc.,Classic Cars,39,SO-c3839361,PL-cb3718e2,PO-c19f3eba,True,Delivered,INV-42cdfb23,Paid,3900.0
11/12/2003 0:00,Herkku Gifts,Classic Cars,27,SO-57baf128,PL-77db8007,PO-2047efd3,True,Delivered,INV-16d4a72c,Paid,2700.0
11/20/2003 0:00,Online Diecast Creations Co.,Classic Cars,38,SO-cd80bf36,PL-ad138d2f,PO-2480c031,True,Delivered,INV-fcedabea,Paid,3800.0
12/2/2003 0:00,Muscle Machine Inc,Classic Cars,27,SO-93a3598d,PL-2796adae,PO-ce6cf683,True,Delivered,INV-5958665b,Paid,2700.0
1/16/2004 0:00,Euro Shopping Channel,Classic Cars,40,SO-7109705b,PL-25e93ae9,PO-19d7d228,True,Delivered,INV-67f4036d,Paid,4000.0
2/26/2004 0:00,Collectable Mini Designs Co.,Classic Cars,24,SO-afdf8d63,PL-871fb126,PO-3bc9609f,True,Delivered,INV-b995a0e8,Paid,2400.0
4/13/2004 0:00,Mini Caravy,Classic Cars,44,SO-793b811f,PL-478914de,PO-2596fb73,True,Delivered,INV-66c6bbfa,Paid,4400.0
6/1/2004 0:00,"UK Collectables, Ltd.",Classic Cars,37,SO-a48543cf,PL-76242297,PO-215a510f,True,Delivered,INV-35969048,Paid,3700.0
7/6/2004 0:00,L'ordine Souveniers,Classic Cars,20,SO-06c888f5,PL-758085ec,PO-269eef3a,True,Delivered,INV-0383d704,Paid,2000.0
8/6/2004 0:00,Signal Gift Stores,Classic Cars,39,SO-b54c4c4d,PL-a5381ffe,PO-baf90843,True,Delivered,INV-974d1617,Paid,3900.0
8/30/2004 0:00,"Vida Sport, Ltd",Classic Cars,44,SO-cd505c82,PL-194a8b2a,PO-915db2d7,True,Delivered,INV-f606e807,Paid,4400.0
10/5/2003 0:00,"Norway Gifts By Mail, Co.",Classic Cars,22,SO-7a60bab4,PL-7a515bf7,PO-751d77e7,True,Delivered,INV-53159b7d,Paid,2200.0
10/16/2004 0:00,Euro Shopping Channel,Classic Cars,43,SO-8465b5ad,PL-2523a7ac,PO-939e456f,True,Delivered,INV-c0836e9e,Paid,4300.0
11/4/2004 0:00,FunGiftIdeas.com,Classic Cars,27,SO-ee78b1a8,PL-c79b6742,PO-063dee00,True,Delivered,INV-8154cc4d,Paid,2700.0
11/17/2004 0:00,Motor Mint Distributors Inc.,Classic Cars,26,SO-68bbae31,PL-b3e2f338,PO-de61f290,True,Delivered,INV-c9976276,Paid,1687.4
11/24/2004 0:00,Reims Collectables,Classic Cars,25,SO-e7ecd789,PL-433e45d0,PO-c01365ad,True,Delivered,INV-63685e2f,Paid,1308.0
