Order Date,Customer,Product,Qty,Sales Order,Planned Order,Production Order,Confirmed,Status,Delivery,Invoice,Billing Status,Amount
2005-05-13,Euro Shopping Channel,Motorcycles,35,SO-6404923d,PL-7ae9fabd,PO-2fb83e1d,True,Disputed,Not in Transit,INV-c28638fe,Unpaid,3500.0
2003-03-18,"AV Stores, Co.",Classic Cars,29,SO-891c0184,PL-8b6e1408,PO-a163da39,True,Shipped,In Transit,INV-c87ba1c0,Paid,1721.73
2003-05-20,Atelier graphique,Classic Cars,50,SO-ab989827,PL-85b23a2f,PO-09594e32,True,Shipped,In Transit,INV-327a873f,Paid,2993.5
2003-07-10,Reims Collectables,Classic Cars,26,SO-878ae829,PL-f2b7c28e,PO-1acd61cf,True,Shipped,In Transit,INV-30a76282,Paid,1295.06
2003-09-11,"Anna's Decorations, Ltd",Classic Cars,47,SO-84f520d5,PL-50cddfed,PO-c64cdc65,True,Shipped,In Transit,INV-9df01b9d,Paid,2671.95
2003-10-17,Heintze Collectables,Classic Cars,23,SO-c9e14dd0,PL-15d8fe52,PO-79fdf701,True,Shipped,In Transit,INV-5d8098f3,Paid,1226.59
2003-11-05,Gift Depot Inc.,Classic Cars,34,SO-c6ad7604,PL-58eb6679,PO-d258b084,True,Shipped,In Transit,INV-eebd70df,Paid,1453.84
2003-11-12,Herkku Gifts,Classic Cars,34,SO-01ce14a0,PL-fb76a7a2,PO-d4f52285,True,Shipped,In Transit,INV-802b787e,Paid,1830.22
2003-11-20,Online Diecast Creations Co.,Classic Cars,47,SO-0d7f5512,PL-f4d383d5,PO-6958b8b7,True,Shipped,In Transit,INV-133040b9,Paid,2530.01
2003-12-02,Muscle Machine Inc,Classic Cars,45,SO-f588fd7e,PL-3eec44f8,PO-fd1b0e48,True,Shipped,In Transit,INV-6c433a57,Paid,2241.45
2004-01-16,Euro Shopping Channel,Classic Cars,45,SO-fb4c10f6,PL-92a5b8a6,PO-0dd8c91d,True,Shipped,In Transit,INV-e26641c8,Paid,2399.85
2004-02-26,Collectable Mini Designs Co.,Classic Cars,36,SO-6e0e26f4,PL-f2bcb584,PO-fa1224d5,True,Shipped,In Transit,INV-1c020c25,Paid,1557.72
2004-04-13,Mini Caravy,Classic Cars,21,SO-d0516fb4,PL-867b1f4f,PO-f5b10972,True,Shipped,In Transit,INV-7df7acac,Paid,845.25
2004-07-06,L'ordine Souveniers,Classic Cars,28,SO-be88ac07,PL-816a4e0c,PO-7374fa8e,True,Shipped,In Transit,INV-5a214246,Paid,1352.4
2004-08-06,Signal Gift Stores,Classic Cars,35,SO-e94ef6f3,PL-36e844f9,PO-7832fe16,True,Shipped,In Transit,INV-bb57c778,Paid,1584.8
2004-09-01,Handji Gifts& Co,Classic Cars,50,SO-392a613c,PL-c0b84d96,PO-672a77f0,True,Shipped,In Transit,INV-e4865010,Paid,2616.0
2003-10-05,"Norway Gifts By Mail, Co.",Classic Cars,22,SO-e090f067,PL-6d056270,PO-d5c97fc3,True,Shipped,In Transit,INV-395e5bc4,Paid,1129.04
2004-10-16,Euro Shopping Channel,Classic Cars,45,SO-7d08d9e1,PL-6f093245,PO-7b6a4e00,True,Shipped,In Transit,INV-f1f18796,Paid,2218.5
2004-11-04,FunGiftIdeas.com,Classic Cars,48,SO-4364839d,PL-7bccf2a0,PO-f86a5b8b,True,Shipped,In Transit,INV-64108d96,Paid,2028.48
2004-11-17,"AV Stores, Co.",Classic Cars,20,SO-8e6cfb9a,PL-c9cf30e0,PO-a374daff,True,Shipped,In Transit,INV-ba9b081f,Paid,1759.2
2004-11-24,Reims Collectables,Classic Cars,27,SO-92dfccab,PL-da935ecf,PO-434892b1,True,Shipped,In Transit,INV-64c08caf,Paid,977.67
2005-01-12,Toys4GrownUps.com,Classic Cars,38,SO-41c69319,PL-dd7c9bf6,PO-41a889f1,True,Resolved,Delivered,INV-a995284e,Paid,1463.0
2005-02-10,Euro Shopping Channel,Classic Cars,32,SO-29baf793,PL-398fc1ef,PO-4a487663,True,Shipped,In Transit,INV-6be022c1,Paid,3200.0
2005-04-22,The Sharp Gifts Warehouse,Classic Cars,64,SO-11658679,PL-b8e665fb,PO-34050b12,False,On Hold,Not in Transit,INV-af16b0c2,Unpaid,2576.0
2005-05-29,Souveniers And Things Co.,Classic Cars,37,SO-9bee60bd,PL-f9f9d14c,PO-b720bf59,True,In Process,Not in Transit,INV-2fcdb694,Unpaid,2233.69
2003-02-17,Rovelli Gifts,Planes,28,SO-2c602279,PL-6f2027c2,PO-96e93e44,True,Shipped,In Transit,INV-fe6a6548,Paid,2481.64
2003-04-29,"Australian Collectors, Co.",Planes,39,SO-4da9251b,PL-7843a6c9,PO-e7a8ff09,True,Shipped,In Transit,INV-323a648d,Paid,3900.0
2003-06-27,Euro Shopping Channel,Planes,41,SO-e005b740,PL-144b0d31,PO-3d86d07e,True,Shipped,In Transit,INV-8e0b7c60,Paid,3858.1
2003-08-25,Toys4GrownUps.com,Planes,40,SO-d581d457,PL-f6f61ea0,PO-2a28003d,True,Shipped,In Transit,INV-3dac2f1c,Paid,3501.6
2003-10-28,Technics Stores Inc.,Planes,49,SO-965f35c1,PL-8b72cc4c,PO-12425998,True,Shipped,In Transit,INV-d2008ed2,Paid,4900.0
2004-01-12,Osaka Souveniers Co.,Planes,27,SO-56b8f31c,PL-2b3d86a7,PO-efe802c1,True,Shipped,In Transit,INV-7f125402,Paid,2658.96
2004-02-20,"Australian Collectors, Co.",Planes,34,SO-c599da41,PL-609eb949,PO-7b6986c0,True,Shipped,In Transit,INV-f4ebdbda,Paid,3400.0
2004-04-02,"Royal Canadian Collectables, Ltd.",Planes,23,SO-e4ac01a5,PL-4ca9df52,PO-47422c9f,True,Shipped,In Transit,INV-249d497f,Paid,2214.67
2004-05-11,The Sharp Gifts Warehouse,Planes,31,SO-f82774a1,PL-87bb0d23,PO-46a02ba0,True,Shipped,In Transit,INV-cec6903c,Paid,2747.53
2004-06-24,Euro Shopping Channel,Planes,34,SO-d2c3507b,PL-252fef8c,PO-15b09266,True,Cancelled,Not in Transit,INV-b67b28db,Unpaid,3310.92
2004-07-23,La Rochelle Gifts,Planes,25,SO-52182f83,PL-ca2988b7,PO-3bc329a6,True,Shipped,In Transit,INV-ae9d413f,Paid,2380.0
2004-08-21,"Norway Gifts By Mail, Co.",Planes,22,SO-45408e53,PL-1eea13aa,PO-d9f14b03,True,Shipped,In Transit,INV-9a9b4bcc,Paid,2200.0
2004-09-16,"Clover Collections, Co.",Planes,32,SO-1bfc15ed,PL-e1f20229,PO-d9a90116,True,Shipped,In Transit,INV-12d6180c,Paid,3200.0
2004-10-15,Mini Classics,Planes,31,SO-20ae58bd,PL-33c0d64e,PO-74a91e2a,True,Shipped,In Transit,INV-a3777506,Paid,3100.0
2004-11-01,giftsbymail.co.uk,Planes,25,SO-eb28d4cf,PL-c1f6df91,PO-cf3a7d8e,True,Shipped,In Transit,INV-baa2dd8c,Paid,2500.0
2004-11-12,Rovelli Gifts,Planes,47,SO-4d58467b,PL-605343a1,PO-e282f62f,True,Shipped,In Transit,INV-1638e5cd,Paid,4114.38
2004-11-23,"Tokyo Collectables, Ltd",Planes,21,SO-eabf2eec,PL-f72a8b7a,PO-9eecaa39,True,Shipped,In Transit,INV-179bf297,Paid,1063.65
2004-12-04,Gift Ideas Corp.,Planes,28,SO-3fa8802d,PL-42893c85,PO-f369c79b,True,Shipped,In Transit,INV-2d2921de,Paid,2008.44
2005-02-02,"Australian Gift Network, Co",Planes,46,SO-9e177492,PL-60974f5c,PO-1aa0d6ce,True,Shipped,In Transit,INV-6c3758ca,Paid,4328.6
2005-03-01,Euro Shopping Channel,Planes,33,SO-934d149b,PL-8e6c4ced,PO-71c88cbd,True,Resolved,Delivered,INV-74a026cb,Paid,1376.43
2005-03-30,Reims Collectables,Planes,43,SO-fe2d7711,PL-e6931c37,PO-d84fbe47,True,Shipped,In Transit,INV-959c2c89,Paid,4300.0
2005-04-03,Tekni Collectables Inc.,Planes,38,SO-00efbf7d,PL-0d3931f1,PO-fe34f968,False,On Hold,Not in Transit,INV-c07505e5,Unpaid,3659.02
2005-05-10,L'ordine Souveniers,Planes,47,SO-ee644b07,PL-d0825b85,PO-444404d4,True,Shipped,In Transit,INV-b5b012a8,Paid,4165.61
2003-01-09,"Blauer See Auto, Co.",Vintage Cars,45,SO-ad39bf5b,PL-2b1e2726,PO-44bb9a90,True,Shipped,In Transit,INV-056b72cc,Paid,1404.0
2003-03-18,"AV Stores, Co.",Vintage Cars,20,SO-efd3112a,PL-96c2c986,PO-a19c828e,True,Shipped,In Transit,INV-907553d3,Paid,710.2
2003-05-21,Signal Gift Stores,Vintage Cars,45,SO-32e5d686,PL-828a0d7e,PO-cbb4aaa5,True,Shipped,In Transit,INV-9a6d6678,Paid,1702.8
2003-09-12,Signal Collectibles Ltd.,Vintage Cars,36,SO-2f62f731,PL-1f062c17,PO-a172118a,True,Shipped,In Transit,INV-5ee3ba76,Paid,1194.84
2003-10-18,Corporate Gift Ideas Co.,Vintage Cars,37,SO-e5c0b56c,PL-d178a457,PO-87efc6e2,True,Shipped,In Transit,INV-b86704da,Paid,1007.14
2003-11-05,Rovelli Gifts,Vintage Cars,31,SO-f0581191,PL-f4594981,PO-4a02739b,True,Shipped,In Transit,INV-f28d3846,Paid,977.43
2003-11-12,Mini Gifts Distributors Ltd.,Vintage Cars,39,SO-cef38c84,PL-1cfe6d4b,PO-d5a02850,True,Shipped,In Transit,INV-f14228d6,Paid,1436.76
2003-11-21,"Australian Collectables, Ltd",Vintage Cars,26,SO-73857657,PL-422e0a96,PO-bc2b8495,True,Shipped,In Transit,INV-bd8028c2,Paid,759.46
2003-12-03,Euro Shopping Channel,Vintage Cars,32,SO-89a251d1,PL-6739fd3a,PO-8b6ca7b1,True,Shipped,In Transit,INV-93b6a736,Paid,1189.44
2004-01-26,"Corrida Auto Replicas, Ltd",Vintage Cars,20,SO-72d802f1,PL-2c9f6dd9,PO-bb14832a,True,Shipped,In Transit,INV-1221e4c9,Paid,683.8
2004-03-02,"Saveley & Henriot, Co.",Vintage Cars,42,SO-3e63cfea,PL-5ddad710,PO-0bdaeb83,True,Shipped,In Transit,INV-326c81bd,Paid,1226.82
2004-04-26,Diecast Collectables,Vintage Cars,33,SO-19b81754,PL-b33f955f,PO-c40b506d,True,Shipped,In Transit,INV-ecf3b6cd,Paid,974.82
2004-08-17,Amica Models & Co.,Vintage Cars,20,SO-3b3cbff8,PL-c2c63421,PO-e38e4b7b,True,Shipped,In Transit,INV-9c0c06a7,Paid,577.6
2004-09-01,Handji Gifts& Co,Vintage Cars,29,SO-1c28e7c1,PL-e83f6c5d,PO-013a5ec7,True,Shipped,In Transit,INV-d1672b69,Paid,1106.93
2004-10-11,Auto Assoc. & Cie.,Vintage Cars,23,SO-1f064848,PL-5e58edd0,PO-1e83deea,True,Shipped,In Transit,INV-c77b78fc,Paid,694.6
2004-10-21,Mini Gifts Distributors Ltd.,Vintage Cars,39,SO-86486d86,PL-7eb6107d,PO-620cf9fa,True,Shipped,In Transit,INV-f20ddf66,Paid,1152.06
2004-11-04,Online Diecast Creations Co.,Vintage Cars,20,SO-777f8018,PL-e5f4a65d,PO-4bfc52d9,True,Shipped,In Transit,INV-5ecf8d64,Paid,2000.0
2004-11-17,"AV Stores, Co.",Vintage Cars,45,SO-5c7aced5,PL-1dce68a6,PO-e898d863,True,Shipped,In Transit,INV-db890e56,Paid,3685.95
2004-11-25,Marseille Mini Autos,Vintage Cars,20,SO-3b086749,PL-a4db5c78,PO-c0f9c824,True,Shipped,In Transit,INV-1ec15e5f,Paid,703.6
2004-12-09,Lyon Souveniers,Vintage Cars,48,SO-4bb0a539,PL-15285952,PO-3ff2c04b,True,Shipped,In Transit,INV-a5231c54,Paid,4800.0
2005-01-12,Toys4GrownUps.com,Vintage Cars,23,SO-3d278cbd,PL-a071adfc,PO-aaa1ee47,True,Resolved,Delivered,INV-cb4dacb6,Paid,834.67
2005-02-16,Euro Shopping Channel,Vintage Cars,32,SO-f8eff174,PL-35e16a06,PO-a9c3192f,True,Shipped,In Transit,INV-860f25f4,Paid,2257.92
2005-03-09,"Anna's Decorations, Ltd",Vintage Cars,33,SO-e304de39,PL-41308827,PO-7051ab39,True,Shipped,In Transit,INV-d5e03c0b,Paid,3300.0
2005-04-23,Handji Gifts& Co,Vintage Cars,61,SO-2d741857,PL-50fd39e1,PO-2d6ba350,True,Shipped,In Transit,INV-6c6237e2,Paid,1801.94
2005-05-29,Souveniers And Things Co.,Vintage Cars,45,SO-b17266fb,PL-a46bb3b2,PO-7e6ed6fe,True,In Process,Not in Transit,INV-dd483407,Unpaid,1209.6
2003-02-24,Land of Toys Inc.,Motorcycles,38,SO-aae0a447,PL-31a17cfb,PO-ca509dff,True,Shipped,In Transit,INV-8ba12d50,Paid,3155.14
2003-04-29,"Australian Collectors, Co.",Motorcycles,34,SO-efc18e38,PL-e80e281f,PO-61d47775,True,Shipped,In Transit,INV-02018067,Paid,2848.86
2003-07-01,Lyon Souveniers,Motorcycles,43,SO-02210947,PL-345f8b42,PO-8fc8519b,True,Shipped,In Transit,INV-f45c9a88,Paid,3570.29
2003-08-25,Toys4GrownUps.com,Motorcycles,47,SO-691ea7c4,PL-ba1ecdca,PO-e5b19008,True,Shipped,In Transit,INV-52dfbebb,Paid,3902.41
2003-10-10,Baane Mini Imports,Motorcycles,22,SO-3a65bd19,PL-3009d96e,PO-7eb7190e,True,Shipped,In Transit,INV-181ef26a,Paid,1474.66
2003-10-28,Technics Stores Inc.,Motorcycles,29,SO-cc1129ec,PL-b26c81cb,PO-ab64fc7a,True,Shipped,In Transit,INV-d0b5366c,Paid,2186.89
2003-11-11,Daedalus Designs Imports,Motorcycles,28,SO-fef8e3e1,PL-c6e4ede4,PO-c0a6dfa9,True,Shipped,In Transit,INV-c882ceee,Paid,1919.4
2003-11-18,Herkku Gifts,Motorcycles,40,SO-2b8789be,PL-9159a211,PO-0adb87da,True,Shipped,In Transit,INV-c2a09be1,Paid,3656.0
2003-12-01,Mini Wheels Co.,Motorcycles,25,SO-6bc875c1,PL-42d57f94,PO-72027c89,True,Shipped,In Transit,INV-e7e85c2d,Paid,1847.0
2004-01-12,Osaka Souveniers Co.,Motorcycles,30,SO-7e038afa,PL-d80d33f0,PO-01c7f557,True,Shipped,In Transit,INV-6ea9bc58,Paid,1851.0
2004-02-20,"Australian Collectors, Co.",Motorcycles,38,SO-af271104,PL-fc19011c,PO-dfc8a8c8,True,Shipped,In Transit,INV-1fa893d7,Paid,2633.78
2004-04-03,Motor Mint Distributors Inc.,Motorcycles,36,SO-096ad9e4,PL-284d3d19,PO-cfc8bc65,True,Shipped,In Transit,INV-d9e0ce10,Paid,3153.6
2004-05-11,The Sharp Gifts Warehouse,Motorcycles,32,SO-b4d2bd93,PL-fc90c56b,PO-2ee5709f,True,Shipped,In Transit,INV-578a470f,Paid,2803.2
2004-06-28,Gift Depot Inc.,Motorcycles,37,SO-a4179fed,PL-c2d83370,PO-0f9f034d,True,Shipped,In Transit,INV-a2c1917c,Paid,2311.02
2004-07-23,La Rochelle Gifts,Motorcycles,30,SO-0b725074,PL-06bf42b6,PO-779f16dc,True,Shipped,In Transit,INV-6aee6f0b,Paid,2399.4
2004-08-27,Marta's Replicas Co.,Motorcycles,39,SO-97800fe9,PL-f8d755b3,PO-361091b3,True,Shipped,In Transit,INV-c8698af1,Paid,2733.12
2004-09-16,"Clover Collections, Co.",Motorcycles,32,SO-66e36c77,PL-3db7c80c,PO-65d611b0,True,Shipped,In Transit,INV-c2e02e82,Paid,2096.32
2004-10-15,Mini Classics,Motorcycles,47,SO-dcaf0c76,PL-6934851a,PO-a7840620,True,Shipped,In Transit,INV-104f98e8,Paid,2971.34
2004-11-02,Diecast Classics Inc.,Motorcycles,26,SO-09940b67,PL-6ecb121f,PO-8073b11b,True,Shipped,In Transit,INV-6dfd4991,Paid,2257.58
2004-11-15,Land of Toys Inc.,Motorcycles,37,SO-fef20347,PL-2628c1c1,PO-9291a324,True,Shipped,In Transit,INV-dd6597da,Paid,3493.91
2004-11-24,Enaco Distributors,Motorcycles,55,SO-51a14c92,PL-d1afc7f1,PO-c8ded4db,True,Shipped,In Transit,INV-103745c7,Paid,4398.9
2005-01-06,Suominen Souveniers,Motorcycles,21,SO-58676e56,PL-7f3fb6b5,PO-595eef70,True,Shipped,In Transit,INV-5ba453cf,Paid,2100.0
2005-02-03,La Rochelle Gifts,Motorcycles,23,SO-d3b3184b,PL-e0ccadfa,PO-7cf873ce,True,Shipped,In Transit,INV-18d411e4,Paid,2300.0
2005-03-03,Scandinavian Gift Ideas,Motorcycles,49,SO-06fde527,PL-f202e8c4,PO-24bc5930,True,Shipped,In Transit,INV-4d9763ea,Paid,3988.6
2005-04-07,Auto Canal Petit,Motorcycles,59,SO-d569f725,PL-7b8bfe44,PO-112353de,True,Shipped,In Transit,INV-d8199502,Paid,5168.4
2005-05-10,L'ordine Souveniers,Motorcycles,32,SO-16e519be,PL-23b17adf,PO-96dfad75,True,Shipped,In Transit,INV-44313db2,Paid,2803.2
2003-02-11,Danish Wholesale Imports,Ships,43,SO-1b86b89b,PL-8bb1aa85,PO-0da43ce1,True,Shipped,In Transit,INV-fa6e2ce9,Paid,4300.0
2003-04-16,"Dragon Souveniers, Ltd.",Ships,41,SO-2952c867,PL-bb18593d,PO-7982cba4,True,Shipped,In Transit,INV-83f0c109,Paid,4100.0
2003-06-12,"Stylish Desk Decors, Co.",Ships,45,SO-9b538773,PL-050f173c,PO-27ccf82b,True,Shipped,In Transit,INV-7c46d567,Paid,4500.0
2003-08-08,Mini Gifts Distributors Ltd.,Ships,33,SO-ee33e1ab,PL-29013a1a,PO-53173da9,True,Shipped,In Transit,INV-2beb88b0,Paid,3300.0
2003-09-28,Euro Shopping Channel,Ships,40,SO-ba585277,PL-2857dd5b,PO-0dc1b8db,True,Shipped,In Transit,INV-c86e4cc6,Paid,4000.0
2003-10-23,Scandinavian Gift Ideas,Ships,33,SO-4a2c0520,PL-49c18e34,PO-c8a7f51c,True,Cancelled,Not in Transit,INV-68ccfee2,Unpaid,3300.0
2003-11-07,CAF Imports,Ships,50,SO-fc1419bf,PL-1814e318,PO-69bca867,True,Shipped,In Transit,INV-91ed2e93,Paid,5000.0
2003-11-14,Mini Creations Ltd.,Ships,30,SO-2de4fead,PL-e0f797d2,PO-8172cf12,True,Shipped,In Transit,INV-b94b0115,Paid,3000.0
2003-11-26,Enaco Distributors,Ships,41,SO-4596d2c7,PL-6d465c64,PO-0b5dc905,True,Shipped,In Transit,INV-3cd0dae1,Paid,4100.0
2004-01-02,"Saveley & Henriot, Co.",Ships,35,SO-baa16015,PL-db888ee2,PO-c1ef11dd,True,Shipped,In Transit,INV-ea91ea73,Paid,3500.0
2004-02-18,Petit Auto,Ships,49,SO-deaa2b78,PL-446fd35d,PO-8079b6fe,True,Shipped,In Transit,INV-a038693b,Paid,4900.0
2004-03-20,giftsbymail.co.uk,Ships,46,SO-42bca478,PL-f65d52a2,PO-e264a863,True,Shipped,In Transit,INV-b0aed313,Paid,4600.0
2004-05-07,Land of Toys Inc.,Ships,48,SO-03b823b8,PL-8f900ef1,PO-34085764,True,Cancelled,Not in Transit,INV-a768c806,Unpaid,4800.0
2004-06-17,Quebec Home Shopping Network,Ships,36,SO-5dc8c27b,PL-3ee6614a,PO-6cb824ec,True,Shipped,In Transit,INV-75f4800f,Paid,3600.0
2004-07-21,Petit Auto,Ships,22,SO-e9ff5ad8,PL-055d3892,PO-f657ab69,True,Shipped,In Transit,INV-cc81a761,Paid,2200.0
2004-08-20,"Royal Canadian Collectables, Ltd.",Ships,42,SO-836dbb9e,PL-fdbabe7b,PO-f639c656,True,Shipped,In Transit,INV-f6889533,Paid,4200.0
2004-09-09,Amica Models & Co.,Ships,21,SO-399be354,PL-cd4daeeb,PO-3b026efc,True,Shipped,In Transit,INV-1d394dad,Paid,2100.0
2004-10-14,"AV Stores, Co.",Ships,29,SO-ca477c21,PL-84f8dcbb,PO-b16c7fe6,True,Shipped,In Transit,INV-070d9354,Paid,2900.0
2004-10-29,La Rochelle Gifts,Ships,35,SO-d22e00c3,PL-84dc12e7,PO-79fa908a,True,Shipped,In Transit,INV-4faa973c,Paid,3500.0
2004-11-09,"Volvo Model Replicas, Co",Ships,41,SO-b9f5180d,PL-36712114,PO-2bbfbf85,True,Shipped,In Transit,INV-fa4c8433,Paid,4100.0
2004-11-21,Classic Legends Inc.,Ships,29,SO-d07f93ba,PL-d514de31,PO-2a205c57,True,Shipped,In Transit,INV-aac28b00,Paid,2087.13
2004-12-02,Euro Shopping Channel,Ships,34,SO-b2b9629c,PL-41ca966d,PO-f2d7b4cd,True,Shipped,In Transit,INV-99b0cc30,Paid,1711.22
2005-01-26,"Tokyo Collectables, Ltd",Ships,37,SO-18da75b0,PL-3fe085dc,PO-c08f3b88,True,Shipped,In Transit,INV-242ff50e,Paid,3700.0
2005-02-23,Corporate Gift Ideas Co.,Ships,28,SO-8fe1bbc4,PL-887d1782,PO-d693e286,True,Shipped,In Transit,INV-ab06f260,Paid,2255.12
2005-03-23,Mini Gifts Distributors Ltd.,Ships,49,SO-f202d1cd,PL-f99848dd,PO-42bcf47e,True,Shipped,In Transit,INV-e8775b20,Paid,4900.0
2005-05-06,Gifts4AllAges.com,Ships,23,SO-852cdb4e,PL-997b5394,PO-942b9eec,False,On Hold,Not in Transit,INV-947b2617,Unpaid,2300.0
2003-01-09,"Blauer See Auto, Co.",Vintage Cars,46,SO-5a62ba47,PL-1f6d4003,PO-079bc7b6,True,Shipped,In Transit,INV-186e1748,Paid,2472.96
2003-03-18,"AV Stores, Co.",Vintage Cars,39,SO-60fdd4f5,PL-93b21ea7,PO-a8d767f1,True,Shipped,In Transit,INV-733108c6,Paid,1729.65
2003-05-21,Signal Gift Stores,Vintage Cars,22,SO-79282903,PL-9517079c,PO-821b6199,True,Shipped,In Transit,INV-035240ee,Paid,995.5
2003-09-12,Signal Collectibles Ltd.,Vintage Cars,49,SO-a9bfe7d0,PL-f0d30a04,PO-73cb4008,True,Shipped,In Transit,INV-39f921bf,Paid,2414.72
2003-10-18,Corporate Gift Ideas Co.,Vintage Cars,43,SO-45a9bef7,PL-5ba4fded,PO-058d5314,True,Shipped,In Transit,INV-8d737f53,Paid,1560.47
2003-11-05,Rovelli Gifts,Vintage Cars,27,SO-5de8cd97,PL-8c5f1bbc,PO-376ebce1,True,Shipped,In Transit,INV-8dc7bdcb,Paid,1112.94
2003-11-12,Mini Gifts Distributors Ltd.,Vintage Cars,31,SO-83b85160,PL-5653b337,PO-4e25f5c8,True,Shipped,In Transit,INV-1e9836df,Paid,1138.94
2003-11-21,"Australian Collectables, Ltd",Vintage Cars,20,SO-5c220a1f,PL-7d9fce3b,PO-10dd1fc5,True,Shipped,In Transit,INV-b06a0bd8,Paid,1012.4
2003-12-03,Euro Shopping Channel,Vintage Cars,24,SO-0d42c4ac,PL-6999d092,PO-b7e967d4,True,Shipped,In Transit,INV-9118d76c,Paid,913.92
2004-01-26,"Corrida Auto Replicas, Ltd",Vintage Cars,49,SO-7aa0edab,PL-669f74f8,PO-ec7a6f78,True,Shipped,In Transit,INV-a0c84ce0,Paid,2349.06
2004-03-02,"Saveley & Henriot, Co.",Vintage Cars,24,SO-5b806e83,PL-c829c045,PO-250cb7e8,True,Shipped,In Transit,INV-b2a94e7d,Paid,1161.12
2004-04-29,Euro Shopping Channel,Vintage Cars,39,SO-9e61d64a,PL-b6bd9984,PO-1c037fb8,True,Shipped,In Transit,INV-74efd2f4,Paid,1764.75
2004-06-04,Mini Caravy,Vintage Cars,37,SO-5de3fd91,PL-be20115f,PO-96d1b6e4,True,Shipped,In Transit,INV-69df7b12,Paid,1690.9
2004-08-17,Amica Models & Co.,Vintage Cars,45,SO-2e9acffa,PL-e57e0425,PO-df529953,True,Shipped,In Transit,INV-e941d9fe,Paid,2137.05
2004-09-03,Herkku Gifts,Vintage Cars,45,SO-77fe4ee4,PL-08bd86c4,PO-64a6dd9d,True,Shipped,In Transit,INV-ae973e3d,Paid,2177.1
2004-10-11,Auto Assoc. & Cie.,Vintage Cars,44,SO-09e1286f,PL-2c56c4a8,PO-f47c26f9,True,Shipped,In Transit,INV-8f8c5e97,Paid,1734.48
2004-10-21,Mini Gifts Distributors Ltd.,Vintage Cars,23,SO-20d972b8,PL-67497321,PO-e6ba73b7,True,Shipped,In Transit,INV-9fdd861d,Paid,865.49
2004-11-04,Online Diecast Creations Co.,Vintage Cars,30,SO-de157668,PL-8c0058ee,PO-620b3ab8,True,Shipped,In Transit,INV-9cf94a95,Paid,3000.0
2004-11-17,"AV Stores, Co.",Vintage Cars,26,SO-0e8fe6a3,PL-2b94c915,PO-198eafe4,True,Shipped,In Transit,INV-06acd8ec,Paid,2223.52
2004-11-25,Atelier graphique,Vintage Cars,43,SO-0cc6442e,PL-82e3783b,PO-b754b71f,True,Shipped,In Transit,INV-9f43ace6,Paid,2311.68
2004-12-09,Lyon Souveniers,Vintage Cars,26,SO-3174dc78,PL-b03f7e10,PO-b69d1a29,True,Shipped,In Transit,INV-8567dcad,Paid,828.36
2005-01-12,Toys4GrownUps.com,Vintage Cars,28,SO-bfd431e8,PL-4e5096b4,PO-5c5d4b3b,True,Resolved,Delivered,INV-c430c3ea,Paid,856.52
2005-02-16,Euro Shopping Channel,Vintage Cars,27,SO-761b797f,PL-a0bbe85b,PO-09c1d10a,True,Shipped,In Transit,INV-157b15c5,Paid,1845.45
2005-03-09,"Anna's Decorations, Ltd",Vintage Cars,24,SO-47f1863f,PL-6055aec4,PO-80c2759f,True,Shipped,In Transit,INV-4b145b79,Paid,2400.0
2005-05-29,Mini Gifts Distributors Ltd.,Vintage Cars,40,SO-13312aee,PL-bfb22531,PO-7f783c90,True,In Process,Not in Transit,INV-e38d8e8e,Unpaid,1828.0
2003-01-29,Baane Mini Imports,Trucks and Buses,36,SO-a6cd2786,PL-7ce21b7d,PO-24cdf566,True,Shipped,In Transit,INV-8e55bdfe,Paid,3600.0
2003-04-01,"La Corne D'abondance, Co.",Trucks and Buses,21,SO-d2022ee0,PL-69d7d119,PO-a3ee5870,True,Shipped,In Transit,INV-edc06df8,Paid,2100.0
2003-05-28,"Corrida Auto Replicas, Ltd",Trucks and Buses,27,SO-c3a4a12d,PL-35c5cbf2,PO-c2c92c51,True,Shipped,In Transit,INV-7a7d8e12,Paid,2700.0
2003-07-24,Technics Stores Inc.,Trucks and Buses,47,SO-0a16f016,PL-a83b4a55,PO-d82134d9,True,Shipped,In Transit,INV-1426fe46,Paid,4700.0
2003-09-21,"Oulu Toy Supplies, Inc.",Trucks and Buses,42,SO-020369a6,PL-045dc849,PO-b6243806,True,Shipped,In Transit,INV-180f95e9,Paid,4200.0
2003-10-22,"Dragon Souveniers, Ltd.",Trucks and Buses,32,SO-4a6cae53,PL-2c27e394,PO-159bb5bb,True,Shipped,In Transit,INV-e68a0db5,Paid,3200.0
2003-11-06,"Stylish Desk Decors, Co.",Trucks and Buses,28,SO-0e334541,PL-217e43cc,PO-ae5c6826,True,Shipped,In Transit,INV-16964676,Paid,2800.0
2003-11-14,"Iberia Gift Imports, Corp.",Trucks and Buses,24,SO-5f56c063,PL-ffaab80b,PO-d7831319,True,Shipped,In Transit,INV-a0c5a4aa,Paid,2400.0
2003-11-25,"Saveley & Henriot, Co.",Trucks and Buses,49,SO-e70f1017,PL-3c780a7d,PO-26b5ef0e,True,Shipped,In Transit,INV-ca7cae89,Paid,4900.0
2003-12-09,Diecast Collectables,Trucks and Buses,46,SO-bb730601,PL-3d893ab4,PO-5d931d23,True,Shipped,In Transit,INV-181555bc,Paid,4600.0
